,RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
50,b'c00087',b'GASTROINTESTINAL AGENTS - UNSPECIFIED',5.397605346934028e-79,87.0,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
51,b'c00088',b'ANTACIDS - UNSPECIFIED',5.397605346934028e-79,87.0,88.0,,,,,,,,,,,87.0,88.0,,,,,,,,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'ANTACIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'ANTACIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
52,b'c00090',b'ANTIDIARRHEALS - UNSPECIFIED',5.397605346934028e-79,87.0,90.0,,,,,,,,,,,87.0,90.0,,,,,,,,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'ANTIDIARRHEALS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'ANTIDIARRHEALS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
53,b'c00096',b'MISCELLANEOUS GI AGENTS - UNSPECIFIED',5.397605346934028e-79,87.0,96.0,,,,,,,,,,,87.0,96.0,,,,,,,,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'MISCELLANEOUS GI AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'MISCELLANEOUS GI AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
54,b'c00097',b'HORMONES/HORMONE MODIFIERS - UNSPECIFIED',5.397605346934028e-79,97.0,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
55,b'c00098',b'ADRENAL CORTICAL STEROIDS - UNSPECIFIED',5.397605346934028e-79,97.0,98.0,,,,,,,,,,,97.0,98.0,,,,,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'ADRENAL CORTICAL STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'ADRENAL CORTICAL STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
56,b'c00099',b'ANTIDIABETIC AGENTS - UNSPECIFIED',5.397605346934028e-79,358.0,99.0,,,,,,,,,,,358.0,99.0,,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
57,b'c00101',b'SEX HORMONES - UNSPECIFIED',5.397605346934028e-79,97.0,101.0,,,,,,,,,,,97.0,101.0,,,,,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
58,b'c00102',b'CONTRACEPTIVES - UNSPECIFIED',5.397605346934028e-79,97.0,101.0,102.0,,,,,,,,,,97.0,101.0,102.0,,,,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'CONTRACEPTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'CONTRACEPTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
59,b'c00103',b'THYROID HORMONES - UNSPECIFIED',5.397605346934028e-79,97.0,103.0,,,,,,,,,,,97.0,103.0,,,,,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'THYROID HORMONES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'THYROID HORMONES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
60,b'c00110',b'MISCELLANEOUS UNCATEGORIZED AGENTS - UNSPECIFIED',5.397605346934028e-79,105.0,110.0,,,,,,,,,,,105.0,110.0,,,,,,,,,,,,,,,,,b'MISCELLANEOUS AGENTS',b'MISCELLANEOUS UNCATEGORIZED AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'MISCELLANEOUS AGENTS',b'MISCELLANEOUS UNCATEGORIZED AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
61,b'c00117',b'MINERALS AND ELECTROLYTES - UNSPECIFIED',5.397605346934028e-79,115.0,117.0,,,,,,,,,,,115.0,117.0,,,,,,,,,,,,,,,,,b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
62,b'c00122',b'RESPIRATORY AGENTS - UNSPECIFIED',5.397605346934028e-79,122.0,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
63,b'c00123',b'ANTIHISTAMINES - UNSPECIFIED',5.397605346934028e-79,122.0,123.0,,,,,,,,,,,122.0,123.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
64,b'c00130',b'RESPIRATORY INHALANT PRODUCTS - UNSPECIFIED',5.397605346934028e-79,122.0,130.0,,,,,,,,,,,122.0,130.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'RESPIRATORY INHALANT PRODUCTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'RESPIRATORY INHALANT PRODUCTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
65,b'c00131',b'ANTIASTHMATIC COMBINATIONS - UNSPECIFIED',5.397605346934028e-79,122.0,131.0,,,,,,,,,,,122.0,131.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTIASTHMATIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIASTHMATIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
66,b'c00133',b'TOPICAL AGENTS - UNSPECIFIED',5.397605346934028e-79,133.0,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
67,b'c00136',b'DERMATOLOGICAL AGENTS - UNSPECIFIED',5.397605346934028e-79,133.0,136.0,,,,,,,,,,,133.0,136.0,,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
68,b'c00138',b'TOPICAL STEROIDS - UNSPECIFIED',5.397605346934028e-79,133.0,136.0,138.0,,,,,,,,,,133.0,136.0,138.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
69,b'c00146',b'MOUTH AND THROAT PRODUCTS - UNSPECIFIED',5.397605346934028e-79,133.0,146.0,,,,,,,,,,,133.0,146.0,,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'MOUTH AND THROAT PRODUCTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'MOUTH AND THROAT PRODUCTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
70,b'c00147',b'OPHTHALMIC PREPARATIONS - UNSPECIFIED',5.397605346934028e-79,133.0,147.0,,,,,,,,,,,133.0,147.0,,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
71,b'c00148',b'OTIC PREPARATIONS - UNSPECIFIED',5.397605346934028e-79,133.0,148.0,,,,,,,,,,,133.0,148.0,,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
72,b'c00156',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS - UNSPECIFIED',5.397605346934028e-79,40.0,49.0,156.0,,,,,,,,,,40.0,49.0,156.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
73,b'c00163',b'OPHTHALMIC ANTI-INFECTIVES - UNSPECIFIED',5.397605346934028e-79,133.0,147.0,163.0,,,,,,,,,,133.0,147.0,163.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
74,b'c00164',b'OPHTHALMIC GLAUCOMA AGENTS - UNSPECIFIED',5.397605346934028e-79,133.0,147.0,164.0,,,,,,,,,,133.0,147.0,164.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC GLAUCOMA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC GLAUCOMA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
75,b'c00167',b'OPHTHALMIC ANTI-INFLAMMATORY AGENTS - UNSPECIFIED',5.397605346934028e-79,133.0,147.0,167.0,,,,,,,,,,133.0,147.0,167.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFLAMMATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFLAMMATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
76,b'c00169',b'MISCELLANEOUS OPHTHALMIC AGENTS - UNSPECIFIED',5.397605346934028e-79,133.0,147.0,169.0,,,,,,,,,,133.0,147.0,169.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'MISCELLANEOUS OPHTHALMIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'MISCELLANEOUS OPHTHALMIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
77,b'c00173',b'HMG-COA REDUCTASE INHIBITORS - UNSPECIFIED',5.397605346934028e-79,358.0,19.0,173.0,,,,,,,,,,358.0,19.0,173.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'HMG-COA REDUCTASE INHIBITORS (STATINS)',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'HMG-COA REDUCTASE INHIBITORS (STATINS)',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
78,b'c00183',b'ESTROGENS - UNSPECIFIED',5.397605346934028e-79,97.0,101.0,183.0,,,,,,,,,,97.0,101.0,183.0,,,,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'ESTROGENS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'ESTROGENS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
79,b'c00186',b'SEX HORMONES COMBINATION - UNSPECIFIED',5.397605346934028e-79,97.0,101.0,186.0,,,,,,,,,,97.0,101.0,186.0,,,,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'SEX HORMONE COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'SEX HORMONE COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
80,b'c00193',b'ANTIMIGRAINE AGENTS - UNSPECIFIED',5.397605346934028e-79,57.0,58.0,193.0,,,,,,,,,,57.0,58.0,193.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'ANTIMIGRAINE AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'ANTIMIGRAINE AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
81,b'c00194',b'ANTIGOUT AGENTS - UNSPECIFIED',5.397605346934028e-79,358.0,194.0,,,,,,,,,,,358.0,194.0,,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIGOUT AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIGOUT AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
82,b'c00242',b'PSYCHOTHERAPEUTIC AGENTS - UNSPECIFIED',5.397605346934028e-79,242.0,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
83,b'c00249',b'ANTIDEPRESSANTS - UNSPECIFIED',5.397605346934028e-79,242.0,249.0,,,,,,,,,,,242.0,249.0,,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
84,b'c00250',b'MONOAMINE OXIDASE INHIBITORS - UNSPECIFIED',5.397605346934028e-79,242.0,249.0,250.0,,,,,,,,,,242.0,249.0,250.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'MONOAMINE OXIDASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'MONOAMINE OXIDASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
85,b'c00251',b'ANTIPSYCHOTICS - UNSPECIFIED',5.397605346934028e-79,242.0,251.0,,,,,,,,,,,242.0,251.0,,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
86,b'c00253',b'ANOREXIANTS - UNSPECIFIED',5.397605346934028e-79,57.0,253.0,,,,,,,,,,,57.0,253.0,,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
87,b'c00254',b'IMMUNOLOGIC AGENTS - UNSPECIFIED',5.397605346934028e-79,254.0,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,,,b'IMMUNOLOGIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'IMMUNOLOGIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
88,b'c00264',b'URINARY ANTISPASMODICS - UNSPECIFIED',5.397605346934028e-79,113.0,264.0,,,,,,,,,,,113.0,264.0,,,,,,,,,,,,,,,,,b'GENITOURINARY TRACT AGENTS',b'URINARY ANTISPASMODICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GENITOURINARY TRACT AGENTS',b'URINARY ANTISPASMODICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
89,b'c00267',b'OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS - UNSPECIFIED',5.397605346934028e-79,133.0,147.0,267.0,,,,,,,,,,133.0,147.0,267.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
90,b'd00001',b'ACYCLOVIR',1.0,1.0,7.0,229.0,,,,,,,,,,1.0,7.0,229.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PURINE NUCLEOSIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PURINE NUCLEOSIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
91,b'd00002',b'AMIODARONE',1.0,40.0,46.0,387.0,,,,,,,,,,40.0,46.0,387.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIARRHYTHMIC AGENTS',b'GROUP III ANTIARRHYTHMICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANTIARRHYTHMIC AGENTS',b'GROUP III ANTIARRHYTHMICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
92,b'd00003',b'AMPICILLIN',1.0,1.0,13.0,224.0,,,,,,,,,,1.0,13.0,224.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'PENICILLINS',b'AMINOPENICILLINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'PENICILLINS',b'AMINOPENICILLINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
93,b'd00004',b'ATENOLOL',1.0,40.0,47.0,274.0,,,,,,,,,,40.0,47.0,274.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, CARDIOSELECTIVE'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, CARDIOSELECTIVE'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
94,b'd00006',b'CAPTOPRIL',1.0,40.0,42.0,,,,,,,,,,,40.0,42.0,,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
95,b'd00011',b'CIPROFLOXACIN',1.0,1.0,14.0,,,,,,,,,,,1.0,14.0,,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'QUINOLONES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'QUINOLONES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
96,b'd00012',b'CODEINE',1.0,57.0,58.0,60.0,122.0,124.0,,,,,,,,57.0,58.0,60.0,122.0,124.0,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
97,b'd00013',b'ENALAPRIL',1.0,40.0,42.0,,,,,,,,,,,40.0,42.0,,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
98,b'd00014',b'GENTAMICIN',1.0,1.0,18.0,,,,,,,,,,,1.0,18.0,,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'AMINOGLYCOSIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'AMINOGLYCOSIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
99,b'd00015',b'IBUPROFEN',1.0,57.0,58.0,61.0,,,,,,,,,,57.0,58.0,61.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NONSTEROIDAL ANTI-INFLAMMATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NONSTEROIDAL ANTI-INFLAMMATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
100,b'd00016',b'LABETALOL',1.0,40.0,47.0,275.0,,,,,,,,,,40.0,47.0,275.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, NON-CARDIOSELECTIVE'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, NON-CARDIOSELECTIVE'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
101,b'd00017',b'MEPERIDINE',1.0,57.0,58.0,60.0,,,,,,,,,,57.0,58.0,60.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
102,b'd00018',b'NADOLOL',1.0,40.0,47.0,275.0,,,,,,,,,,40.0,47.0,275.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, NON-CARDIOSELECTIVE'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, NON-CARDIOSELECTIVE'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
